,antecedent,consequent,support,support_antecedent,confidence,lift,n_transactions,n_support_antecedent,n_confidence,str,html
191,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),"0,26","0,4","0,66","1,47",125,50,33,"40% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>, dos quais 66% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>40%</span><span class='rule_ant_frac'>(50/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>66%</span><span class='rule_con_frac'>(33/50)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>."
192,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),frozenset({'Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas'}),"0,22","0,45","0,5","1,36",125,56,28,"45% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>, dos quais 50% também responderam que <b>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>45%</span><span class='rule_ant_frac'>(56/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>50%</span><span class='rule_con_frac'>(28/56)</span> também responderam que <span class='rule_con_str'>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</span>."
193,frozenset({'Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),"0,22","0,37","0,61","1,36",125,46,28,"37% responderam que <b>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</b>, dos quais 61% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>37%</span><span class='rule_ant_frac'>(46/125)</span> responderam que <span class='rule_ant_str'>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</span>, dos quais <span class='rule_con_perc'>61%</span><span class='rule_con_frac'>(28/46)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>."
194,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),"0,2","0,29","0,69","2,35",125,36,25,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 69% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>69%</span><span class='rule_con_frac'>(25/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>."
195,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,2","0,3","0,68","2,35",125,37,25,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>, dos quais 68% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>68%</span><span class='rule_con_frac'>(25/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
196,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas'}),"0,21","0,29","0,72","1,58",125,36,26,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 72% também responderam que <b>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>72%</span><span class='rule_con_frac'>(26/36)</span> também responderam que <span class='rule_con_str'>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</span>."
197,frozenset({'Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,21","0,46","0,46","1,58",125,57,26,"46% responderam que <b>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</b>, dos quais 46% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>46%</span><span class='rule_ant_frac'>(57/125)</span> responderam que <span class='rule_ant_str'>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</span>, dos quais <span class='rule_con_perc'>46%</span><span class='rule_con_frac'>(26/57)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
198,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),frozenset({'Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas'}),"0,2","0,3","0,68","1,48",125,37,25,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>, dos quais 68% também responderam que <b>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>68%</span><span class='rule_con_frac'>(25/37)</span> também responderam que <span class='rule_con_str'>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</span>."
199,frozenset({'Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),"0,2","0,46","0,44","1,48",125,57,25,"46% responderam que <b>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</b>, dos quais 44% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>46%</span><span class='rule_ant_frac'>(57/125)</span> responderam que <span class='rule_ant_str'>Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas</span>, dos quais <span class='rule_con_perc'>44%</span><span class='rule_con_frac'>(25/57)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>."
200,frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente'}),frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente'}),"0,22","0,37","0,59","1,56",125,46,27,"37% responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente</b>, dos quais 59% também responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>37%</span><span class='rule_ant_frac'>(46/125)</span> responderam que <span class='rule_ant_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente</span>, dos quais <span class='rule_con_perc'>59%</span><span class='rule_con_frac'>(27/46)</span> também responderam que <span class='rule_con_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente</span>."
201,frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente'}),frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente'}),"0,22","0,38","0,57","1,56",125,47,26,"38% responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente</b>, dos quais 57% também responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>38%</span><span class='rule_ant_frac'>(47/125)</span> responderam que <span class='rule_ant_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Espumante] Nunca ou raramente</span>, dos quais <span class='rule_con_perc'>57%</span><span class='rule_con_frac'>(26/47)</span> também responderam que <span class='rule_con_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Branco] Nunca ou raramente</span>."
